CustomerID,Name,Email,Region,Segment
297,Customer 297,customer297@fabrikam.com,Asia,Consumer
298,Customer 298,customer298@fabrikam.com,South America,Consumer
299,Customer 299,customer299@fabrikam.com,South America,Business
300,Customer 300,customer300@fabrikam.com,South America,Business
301,Customer 301,customer301@fabrikam.com,Asia,Business
302,Customer 302,customer302@fabrikam.com,North America,Business
303,Customer 303,customer303@fabrikam.com,Europe,Consumer
304,Customer 304,customer304@fabrikam.com,Europe,Business
305,Customer 305,customer305@fabrikam.com,North America,Business
306,Customer 306,customer306@fabrikam.com,Asia,Business
307,Customer 307,customer307@fabrikam.com,North America,Enterprise
308,Customer 308,customer308@fabrikam.com,Asia,Consumer
309,Customer 309,customer309@fabrikam.com,Europe,Enterprise
310,Customer 310,customer310@fabrikam.com,South America,Business
311,Customer 311,customer311@fabrikam.com,Europe,Business
312,Customer 312,customer312@fabrikam.com,South America,Business
313,Customer 313,customer313@fabrikam.com,North America,Business
314,Customer 314,customer314@fabrikam.com,Europe,Enterprise
315,Customer 315,customer315@fabrikam.com,Asia,Business
316,Customer 316,customer316@fabrikam.com,Europe,Consumer
317,Customer 317,customer317@fabrikam.com,Asia,Enterprise
318,Customer 318,customer318@fabrikam.com,South America,Consumer
319,Customer 319,customer319@fabrikam.com,Asia,Business
320,Customer 320,customer320@fabrikam.com,South America,Consumer
321,Customer 321,customer321@fabrikam.com,North America,Enterprise
322,Customer 322,customer322@fabrikam.com,North America,Consumer
323,Customer 323,customer323@fabrikam.com,South America,Business
324,Customer 324,customer324@fabrikam.com,Europe,Enterprise
325,Customer 325,customer325@fabrikam.com,North America,Business
326,Customer 326,customer326@fabrikam.com,Europe,Consumer
327,Customer 327,customer327@fabrikam.com,North America,Consumer
328,Customer 328,customer328@fabrikam.com,Asia,Business
329,Customer 329,customer329@fabrikam.com,Asia,Business
330,Customer 330,customer330@fabrikam.com,South America,Consumer
331,Customer 331,customer331@fabrikam.com,Europe,Consumer
332,Customer 332,customer332@fabrikam.com,North America,Business
333,Customer 333,customer333@fabrikam.com,South America,Consumer
334,Customer 334,customer334@fabrikam.com,South America,Enterprise
335,Customer 335,customer335@fabrikam.com,Europe,Consumer
336,Customer 336,customer336@fabrikam.com,Europe,Business
337,Customer 337,customer337@fabrikam.com,Europe,Business
338,Customer 338,customer338@fabrikam.com,Asia,Consumer
339,Customer 339,customer339@fabrikam.com,North America,Enterprise
340,Customer 340,customer340@fabrikam.com,Asia,Enterprise
341,Customer 341,customer341@fabrikam.com,Asia,Enterprise
342,Customer 342,customer342@fabrikam.com,Asia,Enterprise
343,Customer 343,customer343@fabrikam.com,North America,Business
344,Customer 344,customer344@fabrikam.com,North America,Consumer
345,Customer 345,customer345@fabrikam.com,South America,Enterprise
346,Customer 346,customer346@fabrikam.com,Europe,Enterprise
347,Customer 347,customer347@fabrikam.com,South America,Business
348,Customer 348,customer348@fabrikam.com,Asia,Enterprise
349,Customer 349,customer349@fabrikam.com,North America,Enterprise
350,Customer 350,customer350@fabrikam.com,South America,Business
351,Customer 351,customer351@fabrikam.com,South America,Business
352,Customer 352,customer352@fabrikam.com,Europe,Enterprise
353,Customer 353,customer353@fabrikam.com,North America,Enterprise
354,Customer 354,customer354@fabrikam.com,Asia,Enterprise
355,Customer 355,customer355@fabrikam.com,Europe,Consumer
356,Customer 356,customer356@fabrikam.com,North America,Enterprise
357,Customer 357,customer357@fabrikam.com,North America,Business
358,Customer 358,customer358@fabrikam.com,Asia,Enterprise
359,Customer 359,customer359@fabrikam.com,Europe,Enterprise
360,Customer 360,customer360@fabrikam.com,Europe,Consumer
361,Customer 361,customer361@fabrikam.com,North America,Business
362,Customer 362,customer362@fabrikam.com,Europe,Consumer
363,Customer 363,customer363@fabrikam.com,North America,Business
364,Customer 364,customer364@fabrikam.com,South America,Business
365,Customer 365,customer365@fabrikam.com,North America,Enterprise
366,Customer 366,customer366@fabrikam.com,South America,Business
367,Customer 367,customer367@fabrikam.com,Europe,Business
368,Customer 368,customer368@fabrikam.com,North America,Consumer
369,Customer 369,customer369@fabrikam.com,Europe,Enterprise
370,Customer 370,customer370@fabrikam.com,Asia,Business
371,Customer 371,customer371@fabrikam.com,Asia,Enterprise
372,Customer 372,customer372@fabrikam.com,North America,Enterprise
373,Customer 373,customer373@fabrikam.com,Asia,Consumer
374,Customer 374,customer374@fabrikam.com,Europe,Consumer
375,Customer 375,customer375@fabrikam.com,South America,Business
376,Customer 376,customer376@fabrikam.com,North America,Enterprise
377,Customer 377,customer377@fabrikam.com,North America,Enterprise
378,Customer 378,customer378@fabrikam.com,North America,Consumer
379,Customer 379,customer379@fabrikam.com,North America,Enterprise
380,Customer 380,customer380@fabrikam.com,North America,Business
381,Customer 381,customer381@fabrikam.com,Europe,Business
382,Customer 382,customer382@fabrikam.com,North America,Business
383,Customer 383,customer383@fabrikam.com,Europe,Consumer
384,Customer 384,customer384@fabrikam.com,North America,Enterprise
385,Customer 385,customer385@fabrikam.com,Asia,Business
386,Customer 386,customer386@fabrikam.com,North America,Consumer
387,Customer 387,customer387@fabrikam.com,North America,Business
388,Customer 388,customer388@fabrikam.com,Asia,Business
389,Customer 389,customer389@fabrikam.com,Asia,Consumer
390,Customer 390,customer390@fabrikam.com,Europe,Consumer
391,Customer 391,customer391@fabrikam.com,South America,Consumer
392,Customer 392,customer392@fabrikam.com,Asia,Consumer
393,Customer 393,customer393@fabrikam.com,North America,Consumer
394,Customer 394,customer394@fabrikam.com,Europe,Consumer
395,Customer 395,customer395@fabrikam.com,North America,Enterprise
396,Customer 396,customer396@fabrikam.com,North America,Enterprise
397,Customer 397,customer397@fabrikam.com,South America,Business
398,Customer 398,customer398@fabrikam.com,North America,Business
399,Customer 399,customer399@fabrikam.com,North America,Business
400,Customer 400,customer400@fabrikam.com,South America,Business
401,Customer 401,customer401@fabrikam.com,North America,Consumer
402,Customer 402,customer402@fabrikam.com,North America,Enterprise
403,Customer 403,customer403@fabrikam.com,Europe,Consumer
404,Customer 404,customer404@fabrikam.com,Europe,Enterprise
405,Customer 405,customer405@fabrikam.com,Europe,Consumer
406,Customer 406,customer406@fabrikam.com,South America,Enterprise
407,Customer 407,customer407@fabrikam.com,North America,Consumer
408,Customer 408,customer408@fabrikam.com,Europe,Business
409,Customer 409,customer409@fabrikam.com,Europe,Consumer
410,Customer 410,customer410@fabrikam.com,South America,Business
411,Customer 411,customer411@fabrikam.com,North America,Business
412,Customer 412,customer412@fabrikam.com,Asia,Business
413,Customer 413,customer413@fabrikam.com,South America,Business
414,Customer 414,customer414@fabrikam.com,South America,Business
415,Customer 415,customer415@fabrikam.com,North America,Business
416,Customer 416,customer416@fabrikam.com,South America,Business
417,Customer 417,customer417@fabrikam.com,Asia,Enterprise
418,Customer 418,customer418@fabrikam.com,Asia,Business
419,Customer 419,customer419@fabrikam.com,Europe,Consumer
420,Customer 420,customer420@fabrikam.com,Asia,Business
421,Customer 421,customer421@fabrikam.com,Asia,Business
422,Customer 422,customer422@fabrikam.com,North America,Enterprise
423,Customer 423,customer423@fabrikam.com,Asia,Consumer
424,Customer 424,customer424@fabrikam.com,South America,Business
425,Customer 425,customer425@fabrikam.com,North America,Business
426,Customer 426,customer426@fabrikam.com,Asia,Consumer
427,Customer 427,customer427@fabrikam.com,Europe,Business
428,Customer 428,customer428@fabrikam.com,South America,Business
429,Customer 429,customer429@fabrikam.com,South America,Business
430,Customer 430,customer430@fabrikam.com,Asia,Business
431,Customer 431,customer431@fabrikam.com,Asia,Business
432,Customer 432,customer432@fabrikam.com,Europe,Consumer
433,Customer 433,customer433@fabrikam.com,Europe,Consumer
434,Customer 434,customer434@fabrikam.com,South America,Business
435,Customer 435,customer435@fabrikam.com,Asia,Business
436,Customer 436,customer436@fabrikam.com,Europe,Business
437,Customer 437,customer437@fabrikam.com,Europe,Consumer
438,Customer 438,customer438@fabrikam.com,South America,Consumer
439,Customer 439,customer439@fabrikam.com,Europe,Enterprise
440,Customer 440,customer440@fabrikam.com,Europe,Business
441,Customer 441,customer441@fabrikam.com,South America,Consumer
442,Customer 442,customer442@fabrikam.com,North America,Business
443,Customer 443,customer443@fabrikam.com,North America,Consumer
444,Customer 444,customer444@fabrikam.com,Europe,Consumer
445,Customer 445,customer445@fabrikam.com,Europe,Enterprise
446,Customer 446,customer446@fabrikam.com,South America,Enterprise
447,Customer 447,customer447@fabrikam.com,North America,Business
448,Customer 448,customer448@fabrikam.com,South America,Enterprise
449,Customer 449,customer449@fabrikam.com,North America,Enterprise
450,Customer 450,customer450@fabrikam.com,Europe,Enterprise
451,Customer 451,customer451@fabrikam.com,South America,Enterprise
452,Customer 452,customer452@fabrikam.com,North America,Business
453,Customer 453,customer453@fabrikam.com,Europe,Business
454,Customer 454,customer454@fabrikam.com,Europe,Enterprise
455,Customer 455,customer455@fabrikam.com,Asia,Business
456,Customer 456,customer456@fabrikam.com,Europe,Enterprise
457,Customer 457,customer457@fabrikam.com,Europe,Business
458,Customer 458,customer458@fabrikam.com,North America,Consumer
459,Customer 459,customer459@fabrikam.com,Europe,Enterprise
460,Customer 460,customer460@fabrikam.com,South America,Consumer
461,Customer 461,customer461@fabrikam.com,Asia,Consumer
462,Customer 462,customer462@fabrikam.com,North America,Enterprise
463,Customer 463,customer463@fabrikam.com,Asia,Enterprise
464,Customer 464,customer464@fabrikam.com,Asia,Enterprise
465,Customer 465,customer465@fabrikam.com,North America,Enterprise
466,Customer 466,customer466@fabrikam.com,North America,Business
467,Customer 467,customer467@fabrikam.com,Asia,Business
468,Customer 468,customer468@fabrikam.com,Europe,Business
469,Customer 469,customer469@fabrikam.com,South America,Consumer
470,Customer 470,customer470@fabrikam.com,North America,Consumer
471,Customer 471,customer471@fabrikam.com,Asia,Business
472,Customer 472,customer472@fabrikam.com,North America,Enterprise
473,Customer 473,customer473@fabrikam.com,Europe,Business
474,Customer 474,customer474@fabrikam.com,Asia,Business
475,Customer 475,customer475@fabrikam.com,South America,Business
476,Customer 476,customer476@fabrikam.com,North America,Enterprise
477,Customer 477,customer477@fabrikam.com,South America,Enterprise
478,Customer 478,customer478@fabrikam.com,Europe,Business
479,Customer 479,customer479@fabrikam.com,Europe,Consumer
480,Customer 480,customer480@fabrikam.com,Europe,Enterprise
481,Customer 481,customer481@fabrikam.com,Europe,Enterprise
482,Customer 482,customer482@fabrikam.com,South America,Enterprise
483,Customer 483,customer483@fabrikam.com,Europe,Enterprise
484,Customer 484,customer484@fabrikam.com,South America,Business
485,Customer 485,customer485@fabrikam.com,North America,Consumer
486,Customer 486,customer486@fabrikam.com,South America,Consumer
487,Customer 487,customer487@fabrikam.com,Asia,Business
488,Customer 488,customer488@fabrikam.com,North America,Consumer
489,Customer 489,customer489@fabrikam.com,Asia,Enterprise
490,Customer 490,customer490@fabrikam.com,North America,Business
491,Customer 491,customer491@fabrikam.com,North America,Business
492,Customer 492,customer492@fabrikam.com,Europe,Business
493,Customer 493,customer493@fabrikam.com,Asia,Consumer
494,Customer 494,customer494@fabrikam.com,North America,Business
495,Customer 495,customer495@fabrikam.com,Europe,Enterprise
496,Customer 496,customer496@fabrikam.com,South America,Consumer
497,Customer 497,customer497@fabrikam.com,North America,Consumer
